G0,PG0
G1,PG1
G2,PG2
G3,PG3
G4,PG4
G5,PG5
G6,PG6
G7,PG7
G8,PG8
G9,PG9
G10,PG10
G11,PG11
G12,PG12
G13,PG13
G14,PG14
G15,PG15
F0,PF0
F1,PF1
F2,PF2
F3,PF3
F4,PF4
F5,PF5
F6,PF6
F7,PF7
F8,PF8
F9,PF9
F10,PF10
F11,PF11
F12,PF12
F13,PF13
F14,PF14
F15,PF15
E0,PE0
E1,PE1
E2,PE2
E3,PE3
E4,PE4
E5,PE5
E6,PE6
E7,PE7
E8,PE8
E9,PE9
E10,PE10
E11,PE11
E12,PE12
E13,PE13
E14,PE14
E15,PE15
D0,PD0
D1,PD1
D2,PD2
D3,PD3
D4,PD4
D5,PD5
D6,PD6
D7,PD7
D8,PD8
D9,PD9
D10,PD10
D11,PD11
D12,PD12
D13,PD13
D14,PD14
D15,PD15
C0,PC0
C1,PC1
C2,PC2
C3,PC3
C4,PC4
C5,PC5
C6,PC6
C7,PC7
C8,PC8
C9,PC9
C10,PC10
C11,PC11
C12,PC12
C13,PC13
B0,PB0
B1,PB1
B2,PB2
B3,PB3
B4,PB4
B5,PB5
B6,PB6
B7,PB7
B8,PB8
B9,PB9
B10,PB10
B11,PB11
B12,PB12
B13,PB13
B14,PB14
B15,PB15
A0,PA0
A1,PA1
A2,PA2
A3,PA3
A4,PA4
A5,PA5
A6,PA6
A7,PA7
A8,PA8
A9,PA9
A10,PA10
A11,PA11
A12,PA12
A13,PA13
A14,PA14
A15,PA15
LED_GREEN,PF8
LED_RED,PE2
LED_ORANGE,PF9
LED_BLUE,PF10
USB_DM,PA11
USB_DP,PA12
NC_A0,PA0
NC_A2,PA2
NC_A3,PA3
TX,PB10
RX,PB11
LCD_BL,PB15
TP_INT,PF7
DCMI_RESE,PG15
DCMI_PWDN,PG9
DCMI_HSYNC,PA4
DCMI_PIXCK,PA6
DCMI_VSYNC,PB7
DCMI_D0,PC6
DCMI_D1,PC7
DCMI_D2,PC8
DCMI_D3,PC9
DCMI_D4,PC11
DCMI_D5,PB6
DCMI_D6,PE5
DCMI_D7,PE6
AUDIO_NSS,PB12
AUDIO_SCK,PB13
AUDIO_MOSI,PC3
AUDIO_MISO,PC2
AUDIO_MCK,PC6
ETH_REF_CLK,PA1
ETH_MDIO,PA2
ETH_CRS_DV,PA7
ETH_MDC,PC1
ETH_RXD0,PC4
ETH_RXD1,PC5
ETH_TX_EN,PG11
ETH_TXD0,PG13
ETH_TXD1,PG14
CAN2_RX,PB12
CAN2_TX,PB13
SDMMC_D0,PC8
SDMMC_D1,PC9
SDMMC_D2,PC10
SDMMC_D3,PC11
SDMMC_CK,PC12
SDMMC_CMD,PD2
SDMMC_SD,PC0
SW,PE4
USR,PE4
FSMC_NBL0,PE0
FSMC_NBL1,PE1
FSMC_NOE,PD4
FSMC_NWE,PD5
FSMC_NE3,PG10
LCD_NE4,PG12
FSMC_A0,PF0
FSMC_A1,PF1
FSMC_A2,PF2
FSMC_A3,PF3
FSMC_A4,PF4
FSMC_A5,PF5
FSMC_A6,PF12
FSMC_A7,PF13
FSMC_A8,PF14
FSMC_A9,PF15
FSMC_A10,PG0
FSMC_A11,PG1
FSMC_A12,PG2
FSMC_A13,PG3
FSMC_A14,PG4
FSMC_A15,PG5
FSMC_A16,PD11
FSMC_A17,PD12
FSMC_A18,PD13
FSMC_D0,PD14
FSMC_D1,PD15
FSMC_D2,PD0
FSMC_D3,PD1
FSMC_D4,PE7
FSMC_D5,PE8
FSMC_D6,PE9
FSMC_D7,PE10
FSMC_D8,PE11
FSMC_D9,PE12
FSMC_D10,PE13
FSMC_D11,PE14
FSMC_D12,PE15
FSMC_D13,PD8
FSMC_D14,PD9
FSMC_D15,PD10
